Application ID,Program Round,Business Name,State Electorate 2017,Local Gov Area,Priority Area,Grant Funding Amount
BBAS200270,Business Basics Round 2,Stitched-Up Workwear & Embroidery PTY LTD,MACKAY,MACKAY REGIONAL,Strategic marketing services,5000
BBAS200271,Business Basics Round 2,TURNER RIDDELL LAWYERS,HERVEY BAY,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS200272,Business Basics Round 2,Serrena Que Estate Pty Ltd T/A Wine Discovery Tours,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS200274,Business Basics Round 2,Chloe Collins,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200275,Business Basics Round 2,Fabmech,GYMPIE,GYMPIE REGIONAL,Professional business advice,5000
BBAS200276,Business Basics Round 2,Backstreet Dance,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200280,Business Basics Round 2,MFA Pty Ltd as trustee for MFA Trust,MUNDINGBURRA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200281,Business Basics Round 2,In Spades Marketing,TRAEGER,CHARTERS TOWERS REGIONAL,Professional business advice,5000
BBAS200282,Business Basics Round 2,WESTERN APPLIANCES PTY LTD,TRAEGER,CLONCURRY SHIRE,Training and coaching,5000
BBAS200284,Business Basics Round 2,David Hardie Real Estate,GREGORY,BLACKALL-TAMBO REGIONAL,Website build/upgrades,5000
BBAS200286,Business Basics Round 2,Iamadillo Pty Ltd,SOUTHERN DOWNS,GOONDIWINDI REGIONAL,Strategic marketing services,5000
BBAS200287,Business Basics Round 2,DocuSolve Pty Ltd,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200288,Business Basics Round 2,Wide Bay Advocacy Inc,BUNDABERG,BUNDABERG REGIONAL,Strategic marketing services,5000
BBAS200290,Business Basics Round 2,Boderia,MACKAY,MACKAY REGIONAL,Strategic marketing services,5000
BBAS200291,Business Basics Round 2,Love & Lace Boutique,MACKAY,MACKAY REGIONAL,Strategic marketing services,5000
BBAS200293,Business Basics Round 2,St Pauls Lodge Pty Ltd,COOK,TORRES STRAIT ISLAND REGIONAL,Training and coaching,5000
BBAS200294,Business Basics Round 2,Sunbaked Lizard Jewellery & Gifts,HILL,CASSOWARY COAST REGIONAL,Training and coaching,5000
BBAS200296,Business Basics Round 2,CARLY LORRAINE KEOWSKI,BARRON RIVER,CAIRNS REGIONAL,Training and coaching,5000
BBAS200300,Business Basics Round 2,My Felt Lady,CALLIDE,WESTERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS200302,Business Basics Round 2,Tamara Clifton,MARYBOROUGH,FRASER COAST REGIONAL,Training and coaching,5000
BBAS200303,Business Basics Round 2,Deb Rae Solutions,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200304,Business Basics Round 2,Indigo Gold Pty Ltd,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS200308,Business Basics Round 2,stage one fashions boutique,SOUTHERN DOWNS,GOONDIWINDI REGIONAL,Website build/upgrades,5000
BBAS200315,Business Basics Round 2,Whitsunday Heritage Cane Cutters Cottage,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200316,Business Basics Round 2,8 Seconds,WHITSUNDAY,WHITSUNDAY REGIONAL,Professional business advice,5000
BBAS200317,Business Basics Round 2,Narrow Tracks Distilling,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200318,Business Basics Round 2,North Queensland Watersports Pty Ltd,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200319,Business Basics Round 2,Samantha Mary Peck,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200320,Business Basics Round 2,Honeybee Property Pty Ltd Trading as Honeybee Wellness Resort,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200322,Business Basics Round 2,Brady Craig,MACKAY,MACKAY REGIONAL,Training and coaching,5000
BBAS200324,Business Basics Round 2,J & E Chapman Pty Ltd,MACKAY,MACKAY REGIONAL,Training and coaching,5000
BBAS200325,Business Basics Round 2,Carbon Beauty Pty Ltd,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200326,Business Basics Round 2,JZJB Pty Ltd TAS Tax Store Mackay,MACKAY,MACKAY REGIONAL,Strategic marketing services,5000
BBAS200327,Business Basics Round 2,Coolmode Refrigeration & Air Conditioning,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200328,Business Basics Round 2,Total Aviation Pty Ltd TA NQ Business Support,HINCHINBROOK,HINCHINBROOK SHIRE,Training and coaching,5000
BBAS200329,Business Basics Round 2,Chris’s Landscaping & Maintenance,WHITSUNDAY,MACKAY REGIONAL,Training and coaching,5000
BBAS200330,Business Basics Round 2,You Little Beauty Co.,MACKAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200331,Business Basics Round 2,Arrow Construction and Maintenance,WHITSUNDAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200333,Business Basics Round 2,Feel Good Bananas PTY LTD,HILL,CASSOWARY COAST REGIONAL,Training and coaching,5000
BBAS200334,Business Basics Round 2,Tranquility Media,HERVEY BAY,FRASER COAST REGIONAL,Strategic marketing services,5000
BBAS200335,Business Basics Round 2,Welcome to Water,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200337,Business Basics Round 2,Clever Life Pty Ltd,THURINGOWA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200338,Business Basics Round 2,Printed Possession,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200339,Business Basics Round 2,Athena Wisdom Business Masterminds,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200340,Business Basics Round 2,The Laneway to Wealth Pty Ltd T/As Money and Wealth Management,BUNDABERG,BUNDABERG REGIONAL,Training and coaching,5000
BBAS200342,Business Basics Round 2,Queen Cherry Bomb,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS200344,Business Basics Round 2,Get That Geek,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200345,Business Basics Round 2,Ohn Palmer T/A Palmer Consultancy,COOK,TORRES SHIRE,Website build/upgrades,5000
BBAS200349,Business Basics Round 2,45 Electrical,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200350,Business Basics Round 2,Goondiwindi & Co,SOUTHERN DOWNS,GOONDIWINDI REGIONAL,Website build/upgrades,5000
BBAS200352,Business Basics Round 2,Nikki Whoops Boutique,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200353,Business Basics Round 2,Kathryn Chapman's Boss Skills,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200354,Business Basics Round 2,Active Agents Hervey Bay,HERVEY BAY,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS200355,Business Basics Round 2,The Trustee for MJG Property Trust,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200356,Business Basics Round 2,Michelle Dianne Barker,MULGRAVE,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200359,Business Basics Round 2,Crave Enterprise Pty Ltd t/a Fresh in the Village,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200360,Business Basics Round 2,Charged Up Electrical Cairns Pty Ltd,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200362,Business Basics Round 2,Keppel Bay Plumbing,KEPPEL,LIVINGSTONE SHIRE,Website build/upgrades,5000
BBAS200363,Business Basics Round 2,High Scan,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200364,Business Basics Round 2,McKay Wesley Pty Ltd,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200366,Business Basics Round 2,Get Active Body Transformations Pty Ltd TRADING AS - Digital Marketing Hub Australia,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200368,Business Basics Round 2,Baxphysio  Physiotherapy and Sports Injury Clinic,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200369,Business Basics Round 2,frl passive fire solutions pty ltd,HINCHINBROOK,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200372,Business Basics Round 2,Balance Beauty and Massage NQ,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200373,Business Basics Round 2,Fresh Eyes Financial Coaching Pty Ltd,MUNDINGBURRA,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200374,Business Basics Round 2,Jubri's Hideaway,WARREGO,WESTERN DOWNS REGIONAL,Strategic marketing services,5000
BBAS200376,Business Basics Round 2,Danial Davison ATF Davison Family Trust,CALLIDE,WESTERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS200377,Business Basics Round 2,elle hair and beauty,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS200378,Business Basics Round 2,Raves on Robert Hairdressing,HILL,TABLELANDS REGIONAL,Website build/upgrades,5000
BBAS200379,Business Basics Round 2,Fit Tribe Chinchilla,CALLIDE,WESTERN DOWNS REGIONAL,Professional business advice,5000
BBAS200380,Business Basics Round 2,Blackbooks Tea,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200381,Business Basics Round 2,Primal Coffee Roasters Pty Ltd,MACKAY,MACKAY REGIONAL,Strategic marketing services,5000
BBAS200383,Business Basics Round 2,Whitsunday Transport Company Pty Ltd,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200384,Business Basics Round 2,"Brown, Leilani Frances",BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200385,Business Basics Round 2,The Healthy Beverage Company Pty Ltd t/a Scoo Brew,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200386,Business Basics Round 2,AJ and AM Evans,NANANGO,SOUTH BURNETT REGIONAL,Website build/upgrades,5000
BBAS200387,Business Basics Round 2,Sleep Right Sleep Tight,MULGRAVE,CAIRNS REGIONAL,Training and coaching,5000
BBAS200388,Business Basics Round 2,Gallery Terra Nova,BARRON RIVER,MAREEBA SHIRE,Website build/upgrades,5000
BBAS200390,Business Basics Round 2,Ezyfix Pty Ltd,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200391,Business Basics Round 2,Nicole Meertens,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200392,Business Basics Round 2,GGA Graphics,BURDEKIN,BURDEKIN SHIRE,Training and coaching,5000
BBAS200396,Business Basics Round 2,Quality Fabrications & Welding Pty Ltd,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200397,Business Basics Round 2,Captain Crustys Fish Bar,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS200400,Business Basics Round 2,Rohan James Strelan,TOWNSVILLE,TOWNSVILLE CITY,Professional business advice,5000
BBAS200402,Business Basics Round 2,Greenmount Properties Pty Ltd the Trustee for the Greenmount Properties Trust,COOK,DOUGLAS SHIRE,Website build/upgrades,5000
BBAS200404,Business Basics Round 2,Superior Recruitment Pty Ltd,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200406,Business Basics Round 2,Macintyre Ag Alliance,SOUTHERN DOWNS,GOONDIWINDI REGIONAL,Professional business advice,5000
BBAS200408,Business Basics Round 2,Australian 4X4 Treks,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Strategic marketing services,5000
BBAS200410,Business Basics Round 2,The Financial Services Academy Pty Ltd Trading As Nudicover,BUNDABERG,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS200411,Business Basics Round 2,Lioness Business Development,MARYBOROUGH,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS200412,Business Basics Round 2,FNQ Aviation Museum Ltd,COOK,MAREEBA SHIRE,Website build/upgrades,5000
BBAS200413,Business Basics Round 2,Hobby Central,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200415,Business Basics Round 2,The Space Australasia,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200416,Business Basics Round 2,Franc Paraplanning - Franc PP PTY LTD ATF The Bragg Trust,GYMPIE,GYMPIE REGIONAL,Training and coaching,5000
BBAS200417,Business Basics Round 2,Breakfree Psychology Services PTY LTD,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200418,Business Basics Round 2,Infiniti Ai,MUNDINGBURRA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200420,Business Basics Round 2,Simplify Business Solutions,WHITSUNDAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200421,Business Basics Round 2,Finn Rural trading as DIY Mini Loader Hire,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS200422,Business Basics Round 2,J & J Brewing Co Pty Ltd,MACKAY,MACKAY REGIONAL,Professional business advice,5000
BBAS200423,Business Basics Round 2,iMCommercial Pty Ltd,MUNDINGBURRA,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200424,Business Basics Round 2,Alygra Construction,TOWNSVILLE,TOWNSVILLE CITY,Training and coaching,5000
BBAS200425,Business Basics Round 2,SKB Industries Pty Ltd t/a Plumbing Professionals NQ,TOWNSVILLE,TOWNSVILLE CITY,Training and coaching,5000
BBAS200426,Business Basics Round 2,See Me Aged Care Consulting,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200428,Business Basics Round 2,STACEY ANDERSON,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200429,Business Basics Round 2,Michelle Zofia Ebsworth,WARREGO,MURWEH SHIRE,Website build/upgrades,5000
BBAS200430,Business Basics Round 2,GP Engineering Pty Ltd,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS200431,Business Basics Round 2,Kieran Wright,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200432,Business Basics Round 2,Matilda & Clancy Pty Ltd,SOUTHERN DOWNS,GOONDIWINDI REGIONAL,Strategic marketing services,5000
BBAS200433,Business Basics Round 2,Vertex Packing Pty Ltd,HILL,MAREEBA SHIRE,Website build/upgrades,5000
BBAS200435,Business Basics Round 2,True Nature Retreats Pty Ltd,MACKAY,MACKAY REGIONAL,Training and coaching,5000
BBAS200436,Business Basics Round 2,A.J Harding M.L Harding,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Training and coaching,5000
BBAS200437,Business Basics Round 2,Shreddies Australia Pty Ltd,THURINGOWA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200441,Business Basics Round 2,Lets Take a look,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200442,Business Basics Round 2,The Trustee for The Lade Family Trust,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200443,Business Basics Round 2,Ian Boller Mowing and Gardening,THURINGOWA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200444,Business Basics Round 2,Majestic Art Tattoo PTY LTD,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200445,Business Basics Round 2,Jabiru Publishing,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200446,Business Basics Round 2,GYB Digital Marketing,TOWNSVILLE,TOWNSVILLE CITY,Training and coaching,5000
BBAS200449,Business Basics Round 2,Adcock Accounting Pty Ltd,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200450,Business Basics Round 2,Community Nurse Service PTY LTD,BURNETT,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS200451,Business Basics Round 2,Dreamscene Events,HINCHINBROOK,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200452,Business Basics Round 2,JD Sanmed,MUNDINGBURRA,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200453,Business Basics Round 2,defined brows,GLADSTONE,GLADSTONE REGIONAL,Training and coaching,5000
BBAS200454,Business Basics Round 2,A lil something,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200455,Business Basics Round 2,Lauren Grace Kelly,BARRON RIVER,CAIRNS REGIONAL,Training and coaching,5000
BBAS200460,Business Basics Round 2,Smart Biz HQ,HILL,TABLELANDS REGIONAL,Training and coaching,5000
BBAS200461,Business Basics Round 2,Cayman Property Group Pty Ltd Trading As Whitsundays Rainforest Retreat,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200462,Business Basics Round 2,Coraculture Environmental,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200463,Business Basics Round 2,Vikki Graham & Accountants,BUNDABERG,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS200464,Business Basics Round 2,Hacking Enterprises Pty Ltd,WHITSUNDAY,MACKAY REGIONAL,Training and coaching,5000
BBAS200466,Business Basics Round 2,Apptiva Software,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Training and coaching,5000
BBAS200467,Business Basics Round 2,NQ Management,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS200468,Business Basics Round 2,Inspired Health Centre,COOK,MAREEBA SHIRE,Training and coaching,5000
BBAS200469,Business Basics Round 2,RODSSM Pty Ltd,BUNDABERG,BUNDABERG REGIONAL,Professional business advice,5000
BBAS200471,Business Basics Round 2,Brenda Heycock,TOWNSVILLE,TOWNSVILLE CITY,Training and coaching,5000
BBAS200472,Business Basics Round 2,Dingo Hire FNQ,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200473,Business Basics Round 2,New Horizons Property Agency,HINCHINBROOK,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200474,Business Basics Round 2,Geo Junkie,MUNDINGBURRA,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200475,Business Basics Round 2,by the beach Boutique,BURNETT,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS200476,Business Basics Round 2,Kundalini Holdings Pty Ltd  T/A Agincourt Beachfront Apartments,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200477,Business Basics Round 2,Books by the Sea,HERVEY BAY,FRASER COAST REGIONAL,Training and coaching,5000
BBAS200478,Business Basics Round 2,Natalie Quinn,NANANGO,SOUTH BURNETT REGIONAL,Training and coaching,5000
BBAS200481,Business Basics Round 2,Positive Advantage Pty Ltd,WHITSUNDAY,WHITSUNDAY REGIONAL,Training and coaching,5000
BBAS200482,Business Basics Round 2,Ruddys,BUNDABERG,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS200484,Business Basics Round 2,Touch Rugby League NQ PTY LTD,TOWNSVILLE,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200485,Business Basics Round 2,FNQ Travel Pty Ltd,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200487,Business Basics Round 2,Pacesetter Bookkeeping & Busy Kays Cleaning Service,WHITSUNDAY,MACKAY REGIONAL,Training and coaching,5000
BBAS200488,Business Basics Round 2,Cassandra Elder,WARREGO,MARANOA REGIONAL,Professional business advice,5000
BBAS200489,Business Basics Round 2,Port Douglas Financial Partners Pty Ltd,COOK,DOUGLAS SHIRE,Training and coaching,5000
BBAS200490,Business Basics Round 2,GALA Gallery Pty Ltd,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Professional business advice,5000
BBAS200491,Business Basics Round 2,Inn Front Pty Ltd,COOK,DOUGLAS SHIRE,Strategic marketing services,5000
BBAS200493,Business Basics Round 2,WDS Saddlery,COOK,MAREEBA SHIRE,Website build/upgrades,5000
BBAS200494,Business Basics Round 2,Robynn Morro's College of Natural Medicine,MUNDINGBURRA,TOWNSVILLE CITY,Training and coaching,5000
BBAS200495,Business Basics Round 2,The Small Newspaper Company Pty Ltd,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Professional business advice,5000
BBAS200496,Business Basics Round 2,iT-Synergy pty ltd,MUNDINGBURRA,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200497,Business Basics Round 2,Vartamana Yoga & Spa,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200498,Business Basics Round 2,EverythingDogz,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200499,Business Basics Round 2,The Velit Group - trading as NoSpill,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS200500,Business Basics Round 2,Illuminate Luxury Candle Co,GLADSTONE,GLADSTONE REGIONAL,Strategic marketing services,5000
BBAS200502,Business Basics Round 2,L.m Woolley & P.j Woolley,HINCHINBROOK,HINCHINBROOK SHIRE,Website build/upgrades,5000
BBAS200503,Business Basics Round 2,Pallion Point,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200504,Business Basics Round 2,Adventure Out Loud Pty Ltd,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200505,Business Basics Round 2,ADIP Investment Pty Ltd t/a CountryRose Motel,SOUTHERN DOWNS,SOUTHERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS200506,Business Basics Round 2,Townsville Lawnmowing and Yard Care,HINCHINBROOK,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200507,Business Basics Round 2,Brodi-Rose Newsome,CALLIDE,NORTH BURNETT REGIONAL,Training and coaching,5000
BBAS200508,Business Basics Round 2,ES Family Trust t/a WIP Creatives,CALLIDE,WESTERN DOWNS REGIONAL,Business continuity and succession,5000
BBAS200509,Business Basics Round 2,AJ Laurent Pty Ltd,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200510,Business Basics Round 2,P & I Equipment Pty Ltd Trading as branching out tree specialist,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200512,Business Basics Round 2,Believe In Health And Fitness,BURDEKIN,ISAAC REGIONAL,Training and coaching,5000
BBAS200513,Business Basics Round 2,EXITO 717 PTY LTD,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200514,Business Basics Round 2,Farid kazemy,BARRON RIVER,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200515,Business Basics Round 2,Crystal Clear PR,TOWNSVILLE,TOWNSVILLE CITY,Training and coaching,5000
BBAS200516,Business Basics Round 2,HELLFIRE GLOBAL SAUCES,BUNDABERG,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS200518,Business Basics Round 2,Dare waxing and Tanning,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200519,Business Basics Round 2,Holiday Hosting,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200520,Business Basics Round 2,First Home Buyers Group,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200522,Business Basics Round 2,Fitzgerald and Company,NANANGO,GYMPIE REGIONAL,Training and coaching,5000
BBAS200523,Business Basics Round 2,Burnett House Natural Therapies,BUNDABERG,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS200527,Business Basics Round 2,Winton Movies Inc,GREGORY,WINTON SHIRE,Website build/upgrades,5000
BBAS200528,Business Basics Round 2,Taurus Fabric Build Pty Ltd,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200529,Business Basics Round 2,Fruitessence,HILL,TABLELANDS REGIONAL,Website build/upgrades,5000
BBAS200530,Business Basics Round 2,Kindysport Pty Ltd ATF The Hanrahan Family Trust,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Professional business advice,5000
BBAS200531,Business Basics Round 2,EMMERTON FIRE & FIRST AID,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Training and coaching,5000
BBAS200532,Business Basics Round 2,Whitsunday News newspaper,WHITSUNDAY,WHITSUNDAY REGIONAL,Website build/upgrades,5000
BBAS200534,Business Basics Round 2,Boars Barbell Club,SOUTHERN DOWNS,GOONDIWINDI REGIONAL,Training and coaching,5000
BBAS200535,Business Basics Round 2,MINOSH PTY LTD,KEPPEL,LIVINGSTONE SHIRE,Website build/upgrades,5000
BBAS200536,Business Basics Round 2,Gemstone Natural Therapies,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS200538,Business Basics Round 2,Zig Zag Hair Design,CAIRNS,CAIRNS REGIONAL,Strategic marketing services,5000
BBAS200540,Business Basics Round 2,Dakenix Pty Ltd ta Brain Labs,CAIRNS,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200541,Business Basics Round 2,Crush Communications Pty Ltd,BUNDABERG,BUNDABERG REGIONAL,Website build/upgrades,5000
BBAS200542,Business Basics Round 2,Pete's Place Roma Pty Ltd,WARREGO,MARANOA REGIONAL,Website build/upgrades,5000
BBAS200543,Business Basics Round 2,Avella International Pty Ltd,ROCKHAMPTON,ROCKHAMPTON REGIONAL,Website build/upgrades,5000
BBAS200548,Business Basics Round 2,Liebic Brahmans,KEPPEL,LIVINGSTONE SHIRE,Strategic marketing services,5000
BBAS200552,Business Basics Round 2,Barron Tax & Finance,BARRON RIVER,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200553,Business Basics Round 2,CAIRNS BICYCLE WORKS,CAIRNS,CAIRNS REGIONAL,Training and coaching,5000
BBAS200555,Business Basics Round 2,Macdog Haulage,KEPPEL,LIVINGSTONE SHIRE,Training and coaching,5000
BBAS200556,Business Basics Round 2,Season for Living Pty Ltd as the Trustee for the Johnson Family Trust T/A Gympie Living,GYMPIE,GYMPIE REGIONAL,Website build/upgrades,5000
BBAS200559,Business Basics Round 2,SV Hair Design,GLADSTONE,GLADSTONE REGIONAL,Website build/upgrades,5000
BBAS200561,Business Basics Round 2,Ava Dig Pty Ltd,HINCHINBROOK,TOWNSVILLE CITY,Training and coaching,5000
BBAS200562,Business Basics Round 2,My Stirling Idea Pty Ltd t/a Anson Advisory,MULGRAVE,CAIRNS REGIONAL,Website build/upgrades,5000
BBAS200563,Business Basics Round 2,Salty Dog Sea Kayaking,WHITSUNDAY,WHITSUNDAY REGIONAL,Training and coaching,5000
BBAS200564,Business Basics Round 2,Kaizen Ventures Pty Ltd,THURINGOWA,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200565,Business Basics Round 2,CUC Contractors Pty Ltd,BUNDABERG,BUNDABERG REGIONAL,Strategic marketing services,5000
BBAS200568,Business Basics Round 2,TAS Bookkeeping,WHITSUNDAY,MACKAY REGIONAL,Website build/upgrades,5000
BBAS200571,Business Basics Round 2,Gyula Pty Ltd,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200573,Business Basics Round 2,Chantal Hart Hairstylist and Makeup Artist,WARREGO,WESTERN DOWNS REGIONAL,Website build/upgrades,5000
BBAS200574,Business Basics Round 2,Rachelle Foley,TOWNSVILLE,TOWNSVILLE CITY,Website build/upgrades,5000
BBAS200575,Business Basics Round 2,Bunches Australia,MARYBOROUGH,FRASER COAST REGIONAL,Website build/upgrades,5000
BBAS200578,Business Basics Round 2,Villappaly Pty Ltd,HERVEY BAY,FRASER COAST REGIONAL,Strategic marketing services,5000
BBAS200579,Business Basics Round 2,Build Your F'empire,MACKAY,MACKAY REGIONAL,Strategic marketing services,5000
BBAS200581,Business Basics Round 2,The Original Rescue Swag,HILL,CASSOWARY COAST REGIONAL,Website build/upgrades,5000
BBAS200582,Business Basics Round 2,Atlas Soils,HINCHINBROOK,TOWNSVILLE CITY,Strategic marketing services,5000
BBAS200583,Business Basics Round 2,Sticksys Contracting and Transport,CALLIDE,BANANA SHIRE,Professional business advice,5000
